ID,encoded_pixels
image_021,1:41303 30 41857 30 42387 58 42447 3 42452 2 42941 58 43001 3 43006 2 43458 110 44010 115 44564 115 45111 128 45665 128 46217 128 46771 128 47323 132 47877 132 48429 136 48983 136 49530 145 50082 154 50636 154 51186 160 51740 160 52290 168 52844 168 53395 180 53949 180 54499 191 55053 191 55605 199 56155 207 56709 207 57260 215 57814 215 58366 219 58920 219 59470 225 60024 225 60578 227 61132 227 61682 233 62233 236 62787 236 63337 240 63891 240 64443 242 64997 242 65549 244 66103 244 66655 248 67209 248 67763 248 68317 248 68868 251 69420 256 69974 256 70528 256 71082 256 71636 256 72190 256 72744 258 73298 258 73850 260 74404 260 74958 262 75512 262 76066 262 76618 266 77172 266 77728 266 78282 266 78834 268 79388 268 79942 270 80496 270 81050 273 81604 273 82158 273 82712 275 83266 275 83820 275 84374 275 84928 275 85482 275 86036 277 86590 277 87144 277 87698 277 88252 277 88806 277 89360 277 89914 277 90468 277 91024 275 91578 275 92132 275 92686 275 93240 275 93794 275 94348 275 94902 275 95456 275 96010 275 96564 275 97120 273 97674 273 98228 273 98782 273 99336 273 99892 271 100446 271 101000 269 101554 269 102111 266 102665 266 103219 266 103773 266 104329 262 104883 262 105439 260 105995 258 106549 258 107105 256 107659 256 108215 251 108769 251 109326 248 109880 248 110436 246 110990 246 111546 242 112102 240 112656 240 113217 233 113771 233 114329 227 114883 227 115441 221 115995 221 116554 216 117108 216 117668 208 118226 202 118780 202 119339 197 119893 197 120453 188 121007 188 121566 181 122120 181 122678 175 123232 175 123792 167 124349 162 124903 162 125463 154 126017 154 126573 152 127127 152 127686 142 128240 142 128798 134 129352 134 129912 124 130479 106 131033 106 131605 80 132159 80 132728 4 132762 18 132782 2 133282 4 133316 18 133336 2
image_022,<empty>
image_023,1:16957 2 17517 2 17998 20 18024 13 18040 83 18558 20 18584 13 18600 83 19114 133 19667 147 20227 147 20785 160 21345 160 21898 173 22458 173 23016 177 23576 177 24132 184 24692 184 25250 188 25807 191 26367 191 26927 191 27487 191 28043 197 28603 197 29161 199 29721 199 30279 201 30839 201 31399 203 31954 206 32514 206 33074 208 33634 208 34192 208 34752 208 35312 210 35872 210 36432 212 36992 212 37550 216 38110 221 38670 221 39230 221 39790 221 40350 223 40910 223 41470 223 42030 223 42590 223 43150 223 43710 225 44270 225 44830 225 45390 227 45950 227 46510 227 47070 227 47630 230 48190 230 48750 232 49310 232 49868 236 50428 236 50988 236 51546 238 52106 238 52666 238 53226 238 53783 241 54343 241 54903 241 55463 241 56021 243 56581 243 57141 243 57701 243 58261 243 58821 243 59381 243 59941 243 60501 243 61061 243 61621 243 62181 243 62743 243 63303 243 63863 248 64117 9 64423 248 64677 9 64986 260 65546 260 66106 266 66666 266 67228 264 67788 264 68348 262 68908 262 69468 260 70028 256 70588 256 71148 253 71708 253 72268 249 72828 249 73388 247 73948 247 74508 245 75068 245 75630 241 76190 238 76750 238 77310 238 77870 238 78430 236 78990 236 79550 236 80110 236 80670 236 81230 236 81790 236 82352 232 82912 232 83474 230 84034 230 84594 228 85154 228 85716 226 86276 226 86839 223 87399 223 87959 221 88523 212 89083 212 89645 208 90205 208 90770 201 91330 201 91892 197 92452 197 93014 192 93574 192 94136 184 94698 175 95258 175 95821 140 96381 140 96943 83 97032 38 97503 83 97592 38 98065 72 98625 72 99209 44 99769 44 100336 32 100902 22 101462 22 102029 6 102589 6~2:13813 7 14373 7 14931 9 15491 9 16051 9 16611 9 17167 19 17727 19 18134 6 18282 16 18302 9 18694 6 18842 16 18862 9 19111 3 19251 3 19256 6 19402 16 19420 13 19814 13 19960 16 19982 18 20374 13 20520 16 20542 18 20945 2 21080 44 21505 2 21640 44 22198 48 22758 48 23318 46 23878 46 24440 40 25000 40 25562 35 25803 4 26125 32 26363 4 26685 32 26921 6 27247 28 27481 6 27807 28 28039 4 28367 28 28599 4 28927 28 29156 5 29489 26 29716 5 30049 26 30274 5 30609 26 30834 5 31169 26 31392 7 31729 26 31952 2 32289 26 32512 2 32849 26 33072 2 33409 26 33632 2 33969 26 34529 24 35089 24 35649 22 36209 22 36758 28 37318 28 37876 26 38436 22 38996 22 39558 13 40118 13 40678 9 41238 9 51784 4 52344 4 52904 9 53464 9 54024 15 54584 15 55144 22 55704 22 56264 24 56824 28 57384 28 57944 33 58504 33 59064 35 59624 35 60184 35 60744 35 61304 37 61864 37 62424 37 62986 35 63546 35 64111 6 64126 15 64671 6 64686 15 65246 13 65806 13 66372 3 66932 3 82348 4 82908 4 83470 4 84030 4 84590 4 85150 4 85710 6 86270 6 86832 2 86836 3 87392 2 87396 3 88516 7 89076 7 89636 9 90196 9 90756 14 91316 14 91876 16 92436 16 92994 20 93554 20 94114 22 94672 26 95232 26 95792 29 96352 29 96914 29 97474 29 98034 31 98594 31 99156 31 99716 31 100281 24 100845 20 101405 20 101967 11 102527 11
image_024,1:22813 30 23362 30 23904 43 24453 43 24990 60 25532 69 26081 69 26626 75 27175 75 27720 83 28269 83 28813 88 29362 88 29909 92 30458 92 31005 92 31554 92 32103 94 32650 96 33199 96 33748 94 34297 94 34846 94 35395 94 35942 96 36491 96 37040 94 37589 94 38138 92 38685 94 39234 94 39783 92 40332 92 40878 93 41427 93 41976 90 42525 90 43077 83 43626 83 44175 81 44724 10 44736 3 44741 2 44745 54 45273 10 45285 3 45290 2 45294 54 45822 10 45858 4 45869 25 46371 10 46407 4 46418 25 46920 10 46967 19 47469 10 47516 19 48024 6 48065 13 48573 6 48614 13 49120 8 49163 10 49669 8 49712 10 50218 11 50259 10 50769 11 50808 6 51318 11 51357 6~2:33842 2 34391 2 44734 2 44739 2 44743 2 45283 2 45288 2 45292 2 45832 26 45862 7 46381 26 46411 7 46930 37 46997 2 47479 37 47546 2 48018 6 48030 35 48078 2 48082 2 48567 6 48579 35 48627 2 48631 2 49116 4 49128 35 49176 2 49180 2 49665 4 49677 35 49725 2 49729 2 50216 2 50229 30 50269 2 50274 2 50278 2 50780 28 50814 15 51329 28 51363 15 51878 49 52427 49 52997 4 53008 15 53546 4 53557 15 54097 2 54110 9 54646 2 54659 9 55200 2 55212 3 55749 2 55761 3
image_025,1:161932 24 162960 24 163972 52 165000 52 166028 52 167035 85 168063 85 169083 105 170111 105 171135 109 172163 109 173187 117 174215 117 175239 125 176267 125 177295 125 178319 133 179347 133 180375 137 181403 137 182427 145 183455 145 184483 149 185511 149 186535 153 187563 153 188591 153 189619 157 190647 157 191675 161 192703 161 193731 161 194759 161 195787 161 196815 161 197843 161 198871 161 199899 161 200927 157 201955 157 202983 157 204011 157 205043 149 206071 149 207099 149 208127 149 209155 149 210187 141 211215 141 212243 137 213271 137 214299 133 215327 133 216359 125 217387 125 218419 117 219447 117 220475 117 221507 105 222535 105 223567 93 224595 93 225627 77 226655 77 227691 61 228719 61 229759 33 230787 33 231815 33
image_026,1:22951 44 23505 44 24053 54 24607 54 25157 77 25711 77 26260 91 26814 91 27366 100 27918 110 28472 110 29022 123 29576 123 30125 132 30679 132 31227 145 31781 145 32333 151 32887 151 33436 163 33988 169 34542 169 35094 175 35648 175 36200 179 36754 179 37303 189 37857 189 38409 193 38963 193 39513 199 40067 199 40619 203 41171 210 41725 210 42276 213 42830 213 43382 217 43936 217 44486 221 45040 221 45590 227 46144 227 46693 234 47245 236 47799 236 48351 240 48905 240 49455 246 50009 246 50558 251 51112 251 51662 255 52216 255 52768 257 53322 257 53876 257 54428 259 54982 259 55529 269 56083 269 56633 273 57187 273 57737 279 58291 279 58842 282 59396 282 59946 286 60500 286 61050 290 61602 292 62156 292 62707 295 63261 295 63813 297 64367 297 64919 297 65473 297 66025 299 66579 299 67131 301 67683 303 68237 303 68788 306 69342 306 69896 303 70450 303 71002 303 71556 303 72108 305 72662 305 73216 301 73770 301 74324 299 74878 294 75432 294 75984 294 76538 294 77092 292 77646 292 78200 288 78754 288 79308 286 79862 286 80414 285 80970 281 81524 281 82078 279 82632 279 83186 275 83740 275 84292 275 84846 275 85402 266 85956 266 86510 262 87064 262 87620 255 88174 251 88728 251 89282 247 89836 247 90390 242 90944 242 91498 238 92052 238 92606 232 93160 232 93714 225 94270 212 94824 212 95378 199 95932 199 96488 178 97042 178 97599 168 98153 168 98709 160 99263 160 99819 154 100373 154 100929 145 101487 137 102041 137 102598 127 102727 3 103152 127 103281 3 103710 121 104264 121 104822 113 105376 113 105935 106 106489 106 107049 91 107603 91 108168 73 108730 61 109284 61 109847 48 110401 48 110964 28 111518 28
image_027,1:22910 13 23372 13 23823 31 24284 39 24746 39 25204 47 25662 54 26124 54 26585 57 27043 63 27505 63 27965 65 28424 70 28886 70 29346 72 29806 74 30268 74 30728 78 31188 80 31650 80 32112 82 32572 84 33034 84 33495 85 33957 85 34419 85 34879 88 35339 90 35801 90 36261 92 36723 92 37183 94 37645 94 38107 94 38569 94 39031 93 39493 93 39955 93 40417 93 40879 93 41341 91 41802 90 42264 90 42727 87 43189 85 43651 85 44113 82 44575 80 45037 80 45499 78 45963 74 46425 74 46889 67 47353 61 47815 61 48279 57 48742 55 49204 55 49668 51 50132 40 50594 40 51062 23
image_028,1:134487 8 134497 3 135044 8 135054 3 135601 13 136158 13 136717 11 137274 11 137831 6~2:45969 7 46526 7 47018 9 47038 2 47081 9 47575 9 47595 2 47638 9 48125 57 48189 19 48682 57 48746 19 49237 85 49794 85 50349 91 50906 91 51461 96 52016 102 52573 102 53130 104 53687 104 54244 109 54801 109 55358 111 55915 111 56472 117 57029 117 57586 128 58143 128 58700 135 59257 135 59814 139 60371 139 60928 143 61485 143 62042 143 62599 143 63156 146 63713 146 64270 150 64827 150 65384 152 65941 152 66500 150 67057 150 67612 154 68169 154 68728 152 69283 154 69840 154 70397 154 70954 154 71511 154 72068 154 72627 152 73184 152 73741 152 74298 152 74855 152 75412 152 75969 154 76526 154 77083 154 77640 154 78197 154 78754 154 79311 154 79868 154 80427 155 80984 155 81541 155 82098 155 82655 157 83212 157 83769 157 84326 157 84883 161 85440 161 85999 157 86556 157 87113 157 87670 155 88227 155 88784 155 89341 155 89898 155 90455 155 91012 157 91569 157 92128 155 92685 155 93242 157 93799 157 94356 159 94913 159 95470 159 96027 159 96584 161 97141 161 97698 164 98255 164 98812 166 99369 166 99926 166 100483 166 101040 168 101597 168 102154 168 102711 168 103268 168 103828 167 104385 167 104942 167 105499 167 106056 167 106613 167 107172 165 107729 165 108286 165 108843 165 109402 163 109959 163 110516 161 111073 161 111630 159 112187 159 112744 154 113301 154 113860 148 114417 148 114974 144 115531 144 116090 137 116647 137 117206 131 117763 131 118323 126 118880 126 119437 124 119994 124 120551 122 121110 120 121667 120 122224 120 122781 120 123340 118 123897 118 124454 115 125011 115 125570 113 126127 113 126684 113 127241 113 127798 113 128355 113 128912 113 129469 113 130026 109 130583 109 131140 109 131697 109 132254 105 132811 105 133370 100 133927 100 134495 2 134500 84 135052 2 135057 84 135614 82 136171 82 136728 82 137285 82 137837 87 138388 91 138945 91 139502 91 140059 91 140616 91 141173 91 141730 91 142287 91 142842 91 143399 91 143956 91 144513 91 145067 94 145624 94 146179 96 146736 96 147289 98 147846 98 148398 103 148955 103 149508 107 150065 107 150618 109 151175 109 151727 114 152284 114 152837 118 153394 118 153949 120 154506 120 155061 119 155616 121 156173 121 156697 2 156710 9 156723 126 157254 2 157267 9 157280 126 157807 156 158364 156 158921 154 159478 154 160032 155 160589 155 161144 155 161701 155 162258 155 162815 155 163370 157 163927 157 164482 157 165039 157 165594 159 166151 159 166708 159 167265 159 167820 161 168377 161 168934 161 169491 161 170045 161 170602 161 171159 161 171716 161 172273 161 172833 158 173390 158 173947 158 174504 158 175061 156 175618 156 176177 154 176734 154 177293 150 177850 150 178407 148 178964 148 179521 148 180078 148 180637 144 181194 144 181751 144 182308 144 182867 142 183424 142 183981 139 184538 139 185097 135 185654 135 186214 130 186771 130 187328 130 187885 130 188444 126 189001 126 189558 124 190115 122 190672 122 191229 119 191786 119 192343 117 192900 117 193459 113 194016 113 194573 109 195130 109 195689 105 196246 105 196803 102 197360 102 197917 102 198474 102 199033 98 199590 98 200147 98 200704 98 201261 96 201818 96 202375 96 202932 96 203491 94 204048 94 204605 92 205162 92 205722 89 206279 89 206836 89 207393 87 207950 87 208509 82 209066 82 209623 80 210180 80 210739 67 211296 67 211857 59 212414 59 212973 53 213530 53 214090 52 214647 52 215201 57 215758 57 216315 68 216872 68 217427 76 217984 76 218541 79 219098 79 219653 85 220210 85 220765 89 221322 89 221877 93 222434 93 222991 93 223548 93 224105 93 224664 89 225221 89 225780 85 226337 85 226896 81 227453 81 228015 74 228572 74 229137 57 229694 57 230260 35 230817 35 231385 17 231942 17
image_029,1:33610 28 34168 28 34717 48 35267 63 35825 63 36374 76 36932 76 37483 88 38041 88 38595 96 39153 96 39707 102 40265 102 40818 109 41376 109 41930 118 42486 122 43044 122 43597 129 44155 129 44709 135 45267 135 45821 144 46379 144 46935 148 47493 148 48046 155 48604 155 49158 159 49714 163 50272 163 50830 165 51388 165 51943 170 52501 170 53057 172 53615 172 54171 177 54729 177 55287 179 55843 181 56401 181 56959 181 57517 181 58075 183 58633 183 59191 183 59749 183 60307 185 60865 185 61423 185 61981 185 62539 187 63097 187 63655 187 64213 190 64771 190 65331 188 65889 188 66447 188 67005 188 67565 186 68123 186 68681 186 69239 186 69799 184 70357 184 70915 184 71476 183 72034 183 72592 183 73150 183 73710 181 74268 181 74828 179 75386 179 75946 177 76504 177 77064 175 77625 170 78183 170 78743 168 79301 168 79861 166 80419 166 80977 163 81535 163 82095 159 82653 159 83213 155 83773 151 84331 151 84894 146 85452 146 86012 139 86570 139 87132 133 87690 133 88251 126 88809 126 89371 120 89929 120 90491 111 91056 100 91614 100 92178 81 92736 81 93305 50 93863 50 94434 22 94992 22
image_030,1:150074 2 150637 2 151196 11 151752 22 152315 22 152876 24 153439 24 153995 2 154000 28 154558 2 154563 28 155123 33 155686 33 156247 35 156808 37 157371 37 157932 37 158495 37 159060 35 159623 35 160184 35 160747 35 161312 33 161873 35 162436 35 163001 31 163564 31 164125 31 164688 31 165251 28 165814 28 166377 26 166940 26 167503 26 168064 24 168627 24 169190 24 169753 24 170313 22 170876 22 171439 22 172002 20 172565 20 173128 18 173691 18 174254 16 174817 16 175378 16 175943 9 176506 9 177069 7 177632 7~2:78437 26 78995 44 79558 44 80119 55 80682 55 81243 66 81806 66 82369 70 82932 70 83493 79 84053 88 84616 88 85179 97 85742 97 86305 102 86868 102 87431 110 87994 117 88557 117 89120 124 89683 124 90244 130 90807 130 91370 134 91933 134 92496 139 93059 141 93622 141 94185 143 94748 143 95311 145 95874 145 96437 148 97000 148 97561 152 98124 154 98687 154 99248 160 99811 160 100374 165 100937 165 101500 169 102063 169 102624 178 103184 183 103747 183 104310 187 104873 187 105337 11 105436 190 105900 11 105999 190 106461 20 106562 190 107024 20 107125 190 107587 22 107688 192 108150 22 108251 190 108713 22 108814 190 109276 24 109375 192 109839 24 109938 192 110400 26 110499 194 110963 26 111062 194 111528 27 111621 198 112091 27 112184 198 112654 29 112744 198 113217 31 113307 196 113780 31 113870 196 114341 33 114431 198 114904 33 114994 198 115467 37 115557 198 116030 37 116120 198 116593 42 116681 200 117154 53 117244 200 117717 53 117807 200 118278 68 118370 200 118841 68 118933 200 119404 81 119494 202 119967 81 120057 202 120530 83 120620 202 121093 83 121183 202 121656 292 122219 292 122782 292 123347 290 123910 290 124473 290 125036 290 125599 288 126162 288 126727 286 127290 288 127853 288 128414 290 128977 290 129540 290 130103 290 130664 292 131227 292 131787 295 132350 293 132913 293 133474 295 134037 295 134600 295 135163 295 135724 297 136287 297 136850 297 137413 297 137976 297 138539 297 139102 297 139663 297 140226 297 140789 297 141352 297 141915 297 142478 297 143041 297 143604 299 144167 299 144730 299 145293 299 145856 301 146419 299 146982 299 147545 301 148108 301 148671 299 149234 299 149799 275 150076 20 150362 275 150639 20 150925 271 151207 13 151490 262 151774 9 152053 262 152337 9 152616 260 152900 7 153179 260 153463 7 153742 253 153997 3 154028 5 154305 253 154560 3 154591 5 154868 255 155431 255 155996 251 156559 249 157122 249 157685 247 158248 247 158814 246 159377 246 159940 244 160503 244 161066 246 161629 244 162192 244 162757 244 163320 244 163883 242 164446 242 165011 240 165574 240 166137 240 166700 240 167263 240 167828 236 168391 236 168956 234 169519 234 170082 231 170645 231 171211 228 171774 228 172337 228 172902 226 173465 226 174030 224 174593 224 175158 220 175721 222 176284 222 176849 220 177412 220 177978 217 178541 217 179106 213 179669 213 180234 209 180801 201 181364 201 181930 193 182493 193 183058 185 183621 185 184186 176 184749 176 185314 170 185882 160 186445 160 187012 152 187575 152 188142 143 188705 143 189273 134 189836 134 190403 126 190973 116 191536 116 192105 108 192668 108 193236 101 193799 101 194366 95 194929 95 195499 83 196066 75 196629 75 197199 61 197762 61 198331 49 198894 49 199464 33 200027 33
image_031,2:95012 22 95958 22 96896 37 97842 37 98785 44 99731 44 100677 44 101619 52 102565 52 103507 59 104453 59 105396 66 106342 66 107288 66 108230 74 109176 74 110118 81 111064 81 112006 93 112952 93 113898 93 114844 96 115790 96 116733 103 117679 103 118625 103 119567 111 120513 111 121459 111 122405 111 123351 115 124297 115 125243 115 126189 115 127135 115 128077 119 129023 119 129969 119 130915 119 131861 119 132807 119 133753 119 134699 122 135645 122 136588 125 137534 125 138480 125 139426 125 140372 125 141314 129 142260 129 143206 129 144152 129 145098 129 146044 129 146990 129 147936 129 148882 129 149828 129 150774 129 151720 129 152666 129 153612 129 154558 129 155504 129 156450 129 157396 133 158342 133 159288 133 160234 133 161180 133 162126 133 163072 133 164018 137 164964 137 165906 141 166852 141 167798 141 168744 141 169690 141 170636 141 171582 141 172528 141 173474 141 174420 141 175366 144 176312 144 177258 144 178204 144 179150 144 180096 144 181042 144 181985 147 182931 147 183880 144 184826 144 185769 147 186715 147 187661 147 188607 147 189553 147 190499 147 191445 147 192391 147 193337 147 194283 147 195229 147 196175 147 197121 147 198067 147 199013 151 199959 151 200905 151 201851 151 202797 151 203743 151 204689 151 205635 151 206577 155 207523 155 208465 159 209411 159 210353 167 211299 167 212245 167 213191 167 214137 167 215080 170 216026 170 216972 173 217918 173 218864 173 219806 181 220752 181 221694 189 222640 189 223586 193 224532 193 225478 193 226424 196 227370 196 228313 207 229259 207 230205 207 231151 214 232097 214 233043 218 233989 218 234931 225 235877 225 236823 225 237769 225 238715 225 239661 229 240607 229 241553 229 242499 229 243445 229 244391 233 245337 233 246283 236 247229 236 248175 236 249121 236 250067 236 251009 240 251955 240 252898 247 253844 247 254786 251 255732 251 256678 251 257617 258 258563 258 259509 258 260455 258 261401 258 262347 258 263293 258 264239 262 265185 262 266131 262 267077 262 268023 262 268969 258 269915 258 270861 262 271807 262 272753 258 273699 258 274645 258 275594 255 276540 255 277486 255 278432 255 279378 255 280324 255 281270 255 282220 7 282235 236 283166 7 283181 236 284130 233 285076 233 286026 229 286972 229 287918 229 288868 225 289814 225 290760 225 291706 225 292652 225 293601 222 294547 222 295493 222 296439 222 297385 222 298331 222 299277 222 300223 222 301169 222 302115 222 303061 222 304007 37 304052 177 304953 37 304998 177 305899 37 305944 177 306849 30 306890 177 307795 30 307836 177 308745 22 308782 177 309691 22 309728 177 310644 11 310681 170 311590 11 311627 170 312536 11 312573 170 313541 144 314487 144 315448 129 316394 129 317340 129 318294 118 319240 118 320186 121 321132 121 322081 118 323027 118 323973 118 324923 41 324982 55 325869 41 325928 55 326822 26 326889 40 327768 26 327835 40 328718 15 328788 30 329664 15 329734 30 330610 15 330680 30 331630 26 332576 26 333526 22 334472 22 335421 15 336367 15 337313 15 338263 7 339209 7 349530 15 350476 15 351415 25 352361 25 353307 25 354253 25 355199 25 356145 25 357091 25 358040 19 358986 19 359936 11 360882 11 361828 11
